"Code insee de la commune";"Libellé de la commune";"Motorisation du véhicule";"Vignette Crit'air du véhicule";"Statut de l'utilisateur ";"Groupe du véhicule";"Catégorie du véhicule";"parc au 1er janvier 2011";"parc au 1er janvier 2012";"parc au 1er janvier 2013";"parc au 1er janvier 2014";"parc au 1er janvier 2015";"parc au 1er janvier 2016";"parc au 1er janvier 2017";"parc au 1er janvier 2018";"parc au 1er janvier 2019";"parc au 1er janvier 2020";"parc au 1er janvier 2021";"parc au 1er janvier 2022";"parc au 1er janvier 2023";"parc au 1er janvier 2024";"parc au 1er janvier 2025"
"COMMUNE_CODE";"COMMUNE_NOM";"CARBURANT";"CRIT_AIR";"STATUT_UTILISATEUR";"GROUPE";"CATEGORIE";"PARC_2011";"PARC_2012";"PARC_2013";"PARC_2014";"PARC_2015";"PARC_2016";"PARC_2017";"PARC_2018";"PARC_2019";"PARC_2020";"PARC_2021";"PARC_2022";"PARC_2023";"PARC_2024";"PARC_2025"
"01010";"Anglefort";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;2;2;4;9;9;12;13;18;27
"01010";"Anglefort";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;1;1;1;1;0;1;3;5;7;6
"01010";"Anglefort";"Essence";"Crit'Air 1";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"01010";"Anglefort";"Diesel HNR";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Essence HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;0;1;1;1;1;1;2;2;2;1
"01010";"Anglefort";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;1;0;0;0;1;1;1;1
"01010";"Anglefort";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;1;1;1;1;1;2;1
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;1;2;2;2;2;2;1
"01010";"Anglefort";"Essence";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"01010";"Anglefort";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;1;1;3;3;3;4
"01010";"Anglefort";"Essence";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Professionel";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;1;2;1
"01010";"Anglefort";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01010";"Anglefort";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Professionel";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01011";"Apremont";"Diesel";"Non classé";"Professionel";"PL";"AUTREPL";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"01011";"Apremont";"Diesel";"Non classé";"Professionel";"PL";"CAMION";1;1;1;1;1;1;1;1;1;1;2;2;1;0;0
"01011";"Apremont";"Diesel";"Crit'Air 4";"Professionel";"PL";"TRACTEUR";1;1;1;1;1;2;1;1;0;0;0;0;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";1;1;1;2;1;1;1;1;0;0;0;0;0;0;0
"01011";"Apremont";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";1;2;2;2;1;0;0;0;0;0;0;0;1;0;0
"01011";"Apremont";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";3;1;1;2;3;3;3;3;3;3;2;3;3;2;4
"01011";"Apremont";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";3;6;8;7;7;8;9;11;8;7;8;8;10;8;7
"01011";"Apremont";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";2;1;1;1;1;1;0;1;2;2;2;1;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";8;7;6;7;7;7;7;9;9;8;8;7;3;5;6
"01011";"Apremont";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;1;2;0;0;0;0;0;1;1;1;0;0;0
"01011";"Apremont";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";10;11;7;7;6;6;7;5;4;3;3;2;2;0;0
"01011";"Apremont";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;1;1;1;2;2;1;1;1;1;0;0;0;0;0
"01011";"Apremont";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";3;4;4;2;1;2;2;2;3;0;0;0;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"01011";"Apremont";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";1;1;1;0;0;1;1;1;1;0;0;0;0;0;0
"01011";"Apremont";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;1;1;1;0;0;0;0;0;0;1;1;0;0;0
"01011";"Apremont";"Diesel";"Non classé";"Professionel";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01011";"Apremont";"Inconnu";"Non classé";"Particulier";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";5;10;15;28;41;45;54;60;63;72;82;83;97;101;110
"01011";"Apremont";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";63;68;73;72;68;65;54;60;56;52;44;44;46;46;44
"01011";"Apremont";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";40;44;37;35;34;29;27;26;25;25;27;25;21;17;14
"01011";"Apremont";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";12;9;8;12;8;10;5;3;2;2;3;4;3;1;2
"01011";"Apremont";"Diesel";"Non classé";"Particulier";"VP";"VP";27;23;18;23;20;14;11;8;5;3;3;4;3;3;2
"01011";"Apremont";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";3;5;7;10;13;19;29;31;44;51;54;62;57;57;58
"01011";"Apremont";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";8;8;10;11;12;12;13;16;19;19;17;16;14;10;12
"01011";"Apremont";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";22;26;30;28;27;22;17;15;14;13;11;9;8;6;6
"01011";"Apremont";"Essence";"Non classé";"Particulier";"VP";"VP";25;23;21;17;16;13;10;14;9;8;7;5;5;6;5
"01011";"Apremont";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;1;1;3;3;2;2;3;2;3;3;2;2;3
"01011";"Apremont";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";0;0;1;2;1;1;2;1;0;0;1;1;2;2;1
"01011";"Apremont";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;1;2;2;2;1;1;2;3;2;3;3;3
"01011";"Apremont";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;1;1;1;1;1;1;1;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;1;2;4;7;9;9;11;12;11
"01011";"Apremont";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
"01011";"Apremont";"Essence";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
"01011";"Apremont";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;1;1;1;1;1;0;0;0;0;0
"01011";"Apremont";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;1;1;1;1;2;1;1
"01011";"Apremont";"Diesel";"Crit'Air 2";"Professionel";"PL";"TRACTEUR";0;0;0;0;0;0;0;0;1;1;1;1;1;1;2
"01011";"Apremont";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;1;1;1;1;2;4
"01011";"Apremont";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;1;1;1;3;3;3
"01011";"Apremont";"Essence";"Non classé";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;1;1;1;1;1;0
"01011";"Apremont";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;2;3;4;5
"01011";"Apremont";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;3;3;5
"01011";"Apremont";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01011";"Apremont";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"01011";"Apremont";"Diesel";"Crit'Air 3";"Professionel";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"01011";"Apremont";"Diesel";"Crit'Air 3";"Professionel";"PL";"TRACTEUR";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01011";"Apremont";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01011";"Apremont";"Diesel HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"01012";"Aranc";"Diesel";"Non classé";"Particulier";"PL";"CAMION";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";1;1;0;0;0;0;0;0;1;1;0;0;1;1;2
"01012";"Aranc";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";2;3;4;2;4;4;3;4;5;6;10;11;10;10;12
"01012";"Aranc";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";1;2;3;4;5;4;3;4;4;4;4;4;4;4;4
"01012";"Aranc";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";2;2;2;2;0;1;0;0;1;1;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";5;6;8;6;3;2;1;2;2;2;2;2;2;2;2
"01012";"Aranc";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"01012";"Aranc";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";4;4;6;6;5;5;4;5;7;5;4;6;3;3;4
"01012";"Aranc";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";3;2;1;3;1;2;2;2;2;3;0;1;0;0;1
"01012";"Aranc";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;1;2;1;1;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"01012";"Aranc";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";1;1;1;1;1;1;1;1;2;2;3;3;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";0;1;1;0;0;0;0;0;0;1;1;1;1;1;1
"01012";"Aranc";"Essence";"Non classé";"Professionel";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";0;1;6;8;8;10;17;20;23;31;35;47;60;62;64
"01012";"Aranc";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";3;6;11;21;29;38;45;59;62;65;74;74;76;78;77
"01012";"Aranc";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";55;55;61;56;60;52;47;41;40;35;35;30;32;30;32
"01012";"Aranc";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";24;26;27;28;31;31;29;23;20;16;17;14;13;14;10
"01012";"Aranc";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";16;14;13;11;11;9;7;7;8;7;5;4;2;3;3
"01012";"Aranc";"Diesel";"Non classé";"Particulier";"VP";"VP";29;23;17;18;16;12;15;13;9;5;3;0;1;1;1
"01012";"Aranc";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";11;11;10;8;9;14;15;12;11;14;17;19;19;17;21
"01012";"Aranc";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";32;31;27;23;21;21;24;24;23;21;17;12;9;13;12
"01012";"Aranc";"Essence";"Non classé";"Particulier";"VP";"VP";31;28;25;27;25;16;12;11;6;4;3;1;1;2;2
"01012";"Aranc";"Inconnu";"Non classé";"Particulier";"VP";"VP";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;2;2;3;4;6;6;6;5;9;9;6;6
"01012";"Aranc";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;0;2;2;2;2;2;2;3;7;7;7;7;7
"01012";"Aranc";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;1;1;1;1;1;1;0;0;1;3;3;2
"01012";"Aranc";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;1;1;1;2;0;3
"01012";"Aranc";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;1;1;0;0;1;1;2;1;1;1;2;2
"01012";"Aranc";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;1;1;1;1;1;1;0;0;0;0
"01012";"Aranc";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";0;0;0;0;0;2;2;2;2;2;1;1;1;1;1
"01012";"Aranc";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;1;1;1;1;1;0;0;0
"01012";"Aranc";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"01012";"Aranc";"Diesel";"Non classé";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"01012";"Aranc";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;1;1;1;1;2;5
"01012";"Aranc";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"01012";"Aranc";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;3;5;5
"01012";"Aranc";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01012";"Aranc";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
"01012";"Aranc";"Diesel";"Crit'Air 2";"Particulier";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01013";"Arandas";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";1;1;1;1;1;1;2;2;3;3;3;1;1;2;3
"01013";"Arandas";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";0;1;1;2;2;2;2;2;2;4;2;2;3;4;2
"01013";"Arandas";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";2;1;0;0;0;1;1;1;1;1;1;1;0;0;1
"01013";"Arandas";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;1;2;1;1;1;1;1;1;0;0;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";1;1;1;1;1;2;1;1;2;2;4;3;3;5;4
"01013";"Arandas";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";4;5;4;4;2;2;0;0;0;0;0;0;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";4;4;3;2;2;3;3;3;2;1;1;1;1;0;0
"01013";"Arandas";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";3;2;3;5;6;4;5;4;4;2;1;1;1;1;1
"01013";"Arandas";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 5";"Particulier";"VUL";"VASP";1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01013";"Arandas";"Inconnu";"Non classé";"Particulier";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";0;6;9;15;18;19;25;31;35;32;40;34;32;35;37
"01013";"Arandas";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";19;17;19;17;18;16;12;13;15;18;19;20;21;23;17
"01013";"Arandas";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";18;19;20;18;15;16;16;16;19;17;12;13;12;8;9
"01013";"Arandas";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";12;10;8;8;9;8;8;8;6;4;4;6;5;4;4
"01013";"Arandas";"Diesel";"Non classé";"Particulier";"VP";"VP";9;9;9;8;8;8;8;7;3;3;3;3;2;3;3
"01013";"Arandas";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";2;3;5;6;6;6;8;8;10;13;15;15;17;20;16
"01013";"Arandas";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";3;3;2;2;3;5;6;5;4;5;5;5;6;5;6
"01013";"Arandas";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";2;2;2;3;8;8;9;8;8;6;7;4;4;4;4
"01013";"Arandas";"Essence";"Non classé";"Particulier";"VP";"VP";18;17;17;15;13;10;8;9;5;6;6;5;5;6;7
"01013";"Arandas";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;1;1;0;0;0;0;0;0;2;4;5
"01013";"Arandas";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";0;0;0;1;1;1;0;0;0;0;0;1;1;0;0
"01013";"Arandas";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;2;2;2;2;2;4;2;4;6
"01013";"Arandas";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;1;2;1;1;1;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"01013";"Arandas";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"01013";"Arandas";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"01013";"Arandas";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;0;0;0;1;2;2;1
"01013";"Arandas";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"01013";"Arandas";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;1;1;3;4;7
"01013";"Arandas";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"01013";"Arandas";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"01013";"Arandas";"Essence";"Non classé";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"01013";"Arandas";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01013";"Arandas";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01014";"Arbent";"Diesel";"Crit'Air 3";"Professionel";"PL";"AUTREPL";1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Non classé";"Particulier";"PL";"CAMION";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 4";"Professionel";"PL";"CAMION";26;10;3;3;2;2;2;2;2;2;2;2;2;2;3
"01014";"Arbent";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";17;19;14;6;4;4;4;4;4;4;3;2;3;3;3
"01014";"Arbent";"Diesel";"Non classé";"Professionel";"PL";"CAMION";13;11;9;6;6;4;4;2;2;2;3;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 4";"Professionel";"PL";"TRACTEUR";88;13;1;2;2;2;2;1;1;1;1;1;1;1;1
"01014";"Arbent";"Diesel";"Crit'Air 5";"Professionel";"PL";"TRACTEUR";59;21;19;0;0;0;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";4;5;6;9;10;13;14;17;21;21;23;22;30;27;24
"01014";"Arbent";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";1;1;1;1;2;3;4;3;3;3;3;3;4;3;3
"01014";"Arbent";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";4;4;4;4;4;4;3;3;3;1;1;1;1;1;1
"01014";"Arbent";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";1;12;19;35;53;67;104;121;145;145;147;156;152;160;166
"01014";"Arbent";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";56;62;64;67;69;68;64;60;58;51;45;38;38;38;33
"01014";"Arbent";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";41;40;42;43;42;37;30;31;28;23;17;14;10;10;10
"01014";"Arbent";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";28;28;28;29;30;31;25;24;29;27;26;20;20;16;18
"01014";"Arbent";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";17;17;13;13;12;10;7;7;5;4;5;5;3;3;3
"01014";"Arbent";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";9;8;6;9;10;9;10;9;9;7;4;2;3;2;1
"01014";"Arbent";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";16;15;11;8;7;6;4;3;1;1;1;1;1;1;1
"01014";"Arbent";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";21;21;20;21;17;16;11;8;7;3;2;5;4;3;5
"01014";"Arbent";"Essence";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";6;6;6;6;5;5;4;3;4;3;2;1;0;0;0
"01014";"Arbent";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";11;10;9;9;9;8;7;6;5;6;5;3;1;3;0
"01014";"Arbent";"Inconnu";"Non classé";"Particulier";"VUL";"CAMTTE";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;3;2;4;7;8;6;7;8;8;7;7;8;8;8
"01014";"Arbent";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;7;7;14;19;16;21;20;25;28;29;27;22;17;16
"01014";"Arbent";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";15;11;13;11;11;8;9;8;6;5;5;4;3;3;3
"01014";"Arbent";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";7;7;8;9;7;5;5;2;2;2;0;1;1;1;1
"01014";"Arbent";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";3;4;7;8;6;4;4;3;4;4;4;3;1;2;2
"01014";"Arbent";"Diesel";"Crit'Air 5";"Professionel";"VUL";"DERIVP";2;2;1;1;1;1;1;1;1;1;1;1;1;0;0
"01014";"Arbent";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";6;7;6;6;6;4;6;5;4;2;0;0;0;0;0
"01014";"Arbent";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";11;9;8;6;4;2;1;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";10;5;3;5;5;5;6;2;1;1;0;0;0;0;0
"01014";"Arbent";"Essence";"Crit'Air 3";"Professionel";"VUL";"DERIVP";2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";1;1;1;1;0;0;0;0;0;0;0;0;1;1;0
"01014";"Arbent";"Essence";"Non classé";"Particulier";"VUL";"CAMPCAR";1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";1;4;4;4;5;6;6;5;4;4;5;5;4;4;4
"01014";"Arbent";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";8;6;6;6;5;5;4;5;4;3;1;1;1;2;3
"01014";"Arbent";"Essence";"Non classé";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Diesel";"Crit'Air 5";"Particulier";"VUL";"VASP";1;1;1;1;0;0;0;0;0;0;0;0;0;0;1
"01014";"Arbent";"Diesel";"Non classé";"Professionel";"VUL";"VASP";4;3;3;3;3;2;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Essence HNR";"Crit'Air 2";"Professionel";"VP";"VP";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"01014";"Arbent";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;1;1;1;0;1;2;2;2;1;1;7;11;16;23
"01014";"Arbent";"Inconnu";"Crit'Air 3";"Particulier";"VP";"VP";1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01014";"Arbent";"Gaz";"Crit'Air 1";"Professionel";"VP";"VP";2;2;2;1;2;2;2;2;2;2;2;3;7;8;7
